15,9,2,1,1,11,8,12
12,13,2,0,5,7,4,13
10,18,1,1,4,8,4,7
8,21,0,0,5,11,6,5
18,20,2,2,7,14,13,6
12,21,1,2,8,4,5,10
15,17,1,2,6,6,5,8
15,20,1,0,4,5,4,18
13,18,0,0,9,6,7,10
14,17,1,2,4,8,10,7
25,15,1,0,5,11,11,7
15,16,0,0,5,7,11,10
17,23,1,0,13,9,6,6
18,11,1,2,2,3,10,17
16,18,1,1,5,4,8,10
11,16,0,3,7,6,8,8
17,22,1,4,2,6,10,11
16,12,2,0,5,12,11,15
13,15,3,0,4,13,9,12
13,11,1,2,7,7,8,5
20,18,1,1,9,10,7,8
8,15,0,2,5,4,7,8
16,17,0,1,8,6,9,4
19,17,0,2,4,9,8,6
11,12,1,1,3,11,8,9
19,17,1,2,7,6,12,6
13,15,0,0,4,7,10,7
22,16,0,3,10,6,4,6
15,22,3,0,3,7,9,6
14,20,0,0,7,10,9,5
21,14,1,0,5,14,7,10
14,12,1,0,7,11,10,11
20,16,2,1,8,10,8,8
21,10,1,0,12,11,10,3
16,14,1,2,3,9,6,4
13,18,0,1,5,8,5,7
17,16,0,0,4,10,6,11
12,18,0,1,4,8,8,14
15,17,2,2,6,11,12,7
22,9,0,1,6,7,5,3
13,15,1,0,6,12,11,7
17,17,0,0,7,14,6,8
7,20,2,3,7,9,5,9
20,11,2,0,3,12,7,6
15,11,1,3,3,8,5,9
20,16,2,1,4,7,11,3
16,10,0,1,5,5,11,2
14,11,3,0,4,7,11,11
23,10,0,0,8,5,15,9
13,16,1,0,3,6,7,6
18,22,0,2,5,10,11,6
25,20,1,1,8,7,5,12
10,17,2,2,6,6,11,12
11,17,0,0,3,8,8,12
13,11,2,1,12,4,10,11
12,16,2,0,6,10,11,8
9,19,1,1,4,10,9,5
13,14,1,0,5,7,6,9
19,22,1,2,1,2,6,11
12,18,0,1,9,11,11,14
8,16,1,0,4,4,8,7
18,11,2,1,6,9,8,8
13,14,2,4,6,10,8,5
13,14,0,3,2,9,12,11
13,19,1,0,4,9,3,11
11,16,0,1,5,9,5,10
16,10,1,0,5,5,11,7
19,12,2,1,5,4,9,7
14,18,0,1,8,12,11,7
18,17,1,1,4,3,8,9
21,18,1,1,4,5,13,9
15,13,3,1,5,12,9,9
15,14,0,0,7,6,11,10
19,15,3,3,3,14,5,8
27,10,2,2,6,6,8,6
13,12,2,0,3,6,6,9
11,17,0,1,7,5,4,5
9,18,1,2,4,13,10,9
14,7,1,0,3,10,12,12
20,23,0,0,4,2,9,8
25,20,0,0,5,10,3,9
14,17,3,1,3,11,12,7
17,28,0,1,9,8,8,14
16,13,1,1,5,14,9,6
23,16,1,2,3,14,7,7
16,8,1,0,6,8,12,8
11,16,1,1,8,6,9,8
13,15,1,0,8,6,3,5
13,14,2,0,7,7,6,10
10,18,0,1,11,14,6,8
18,9,1,2,5,9,9,10
11,14,0,1,7,6,13,13
12,16,1,3,7,4,10,5
21,19,1,1,7,10,8,9
11,11,1,1,6,6,11,9
10,14,6,1,5,7,12,9
12,11,1,0,6,9,12,12
15,13,1,2,4,8,2,10
8,10,0,3,6,7,13,9
12,13,0,1,10,11,7,9
12,14,3,3,7,7,8,11
22,18,1,4,8,8,10,8
8,17,2,1,5,11,8,9
15,15,0,1,4,8,9,5
14,13,0,1,6,6,10,8
19,16,2,1,8,8,8,13
16,16,1,0,9,5,11,4
12,16,2,1,3,6,9,8
10,12,1,1,6,7,11,6
13,16,0,0,3,7,9,13
16,13,4,0,8,12,12,8
15,13,3,0,5,7,6,4
12,11,2,2,6,10,9,6
17,19,3,1,10,5,6,12
10,24,4,1,4,11,10,3
20,18,0,0,7,7,5,7
21,19,0,2,4,4,9,7
14,20,1,2,10,9,4,6
11,10,2,2,5,10,6,6
15,10,0,1,6,4,7,13
18,22,1,3,5,8,6,8
16,16,2,2,5,8,9,6
15,21,1,2,7,10,9,7
12,14,0,1,8,12,5,11
9,14,1,2,7,5,2,5
